Unique_ID,X,Y,NAME,DISTRICT,Hectare,EnvironmentalValue,EnvironmentalComposite,RiverDistance,RoadDistance,RailwayDistance,SpaceValue,RiverQuality,PublicBuilding,EducationBuilding,IndustryBuilding,ResidentBuilding,PerHousehold,Aged_0_15,Aged_16_29,Aged_30_44,Aged_45_64,Aged_65__2,Aged_Working,Population,PopulationDensity,PresonsHectare,HousePrice,HouseSaleRate,EmploymentRate,UnemployRate,AccessToTraffic,Traffic,Transportation,ChildrenObesityRate,IncapacityRate,CrimeRate,DeliberateFires,StudentScore,StudentAbsence,ChildrenInLow,AceessToGreenSpace,WellBeing,LifeExpectancy,PM2_5_Conc,Attribut_1,Attribut_2,OtterRecordYear
4277,536619,191185,Higham Hill,Waltham Forest,322.124,0.901,0.38,0.47,0,0,0.67,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4278,536805,191185,Higham Hill,Waltham Forest,322.124,0.555,0.46,0,0,0,0.65,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4279,536991,191185,Higham Hill,Waltham Forest,322.124,0.505,0.46,0,0,0,0.55,0,0,0,0,0,3,9.300759373,6.623568509,8.586841809,8.110896767,2.875501299,30.86097152,66.35853928,47.5,47,362500,0.008,55.8,11.75,2.5999999,2.5,25.6,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4280,537177,191185,Higham Hill,Waltham Forest,322.124,0.444,0.69,0.09,0.36,0,0.27,0,22.85059929,0,0,0,3,9.300759373,6.623568509,8.586841809,8.110896767,2.875501299,30.86097152,66.35853928,47.5,47,362500,0.008,55.8,11.75,2.5999999,2.5,25.6,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4281,537363,191185,Valley,Waltham Forest,198.482,0.981,0.69,0.57,0,0,0,0.36,809.4904327,0,0,0,2.8,11.13109098,9.806711882,12.20320739,11.57255068,5.959705935,22.51865672,73.19192358,32.1,34,283000,0.007,56.4,8.15,2.4200001,3.1,42.05,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4282,533548,191239,Northumberland Park,Haringey,188.802,1.385,0.54,0.78,0.08,0,0.12,0.91,539.7814803,0,0,0,2.6,16.57840992,14.36553683,19.00894267,13.96649414,8.162236834,102.4044266,174.486047,148.3,156,330000,0.007,48,17.35,3.9200001,4.6,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4283,533734,191239,Northumberland Park,Haringey,188.802,0.684,0.54,0.39,0.05,0.04,0.07,0.18,347.2787056,0,0,471.8688927,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4284,533920,191239,Northumberland Park,Haringey,188.802,1.521,0.69,0.95,0.13,0,0,0.91,5300.987037,0,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4285,534106,191239,Northumberland Park,Haringey,188.802,0.426,0.69,0.1,0.03,0,0.02,0,5662.810059,42.65299988,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4286,534292,191239,Northumberland Park,Haringey,188.802,0.218,0.46,0,0.04,0,0,0,0,1639.819946,0,0,2.5,17.84694864,14.23699766,16.38674375,17.44133617,6.16530953,69.31383577,141.3911715,94.4,104,252500,0.006,47.3,18.3,3.9200001,4.2,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4287,534478,191239,Northumberland Park,Haringey,188.802,0.27,0.46,0,0.05,0,0.11,0,435.4349976,0,0,0,2.5,17.84694864,14.23699766,16.38674375,17.44133617,6.16530953,69.31383577,141.3911715,94.4,104,252500,0.006,47.3,18.3,3.9200001,4.2,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4288,534664,191239,Northumberland Park,Haringey,188.802,0.409,0.46,0,0.12,0,0.43,0,671.6309814,0,0,788.4060059,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4289,534850,191239,Northumberland Park,Haringey,188.802,0.298,0.62,0,0.04,0,0,0,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4290,535037,191239,Northumberland Park,Haringey,188.802,0.255,0.54,0,0.05,0,0,0,0,0,5791.515009,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4291,535223,191239,Northumberland Park,Haringey,188.802,0.576,0.54,0.27,0,0,0,0.18,193.654007,0,3286.216113,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4292,535409,191239,Northumberland Park,Haringey,188.802,1.7589999,0.38,0.83,0,0,0.99,0.82,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4293,535595,191239,Higham Hill,Waltham Forest,322.124,1.744,0.46,0.99,0.01,0,1,0.45,0,0,0,0,2.5,8.659988751,6.771577107,10.03337904,7.458272251,2.575106787,15.71213749,51.21046142,23,23,164000,0.003,43.4,17.05,2.5999999,3.1,49.75,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4294,535781,191239,Higham Hill,Waltham Forest,322.124,1.51,0.46,1,0,0,0.87,0.09,0,0,0,0,2.9,8.819296127,7.652540997,7.686857325,7.738331816,3.603214371,31.1884058,66.68864643,45.7,48,312500,0.005,49.2,11.65,2.5999999,2.7,35.7,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4295,535967,191239,Higham Hill,Waltham Forest,322.124,1.4299999,0.46,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4296,536153,191239,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4297,536339,191239,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4298,536526,191239,Higham Hill,Waltham Forest,322.124,1.375,0.38,1,0,0,0.77,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4299,536712,191239,Higham Hill,Waltham Forest,322.124,0.678,0.38,0.16,0,0,0.72,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4300,536898,191239,Higham Hill,Waltham Forest,322.124,0.53,0.46,0,0,0,0.6,0,533.3608017,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4301,537084,191239,Higham Hill,Waltham Forest,322.124,0.257,0.46,0.02,0.68,0,0.43,0,0,0,0,0,3,9.300759373,6.623568509,8.586841809,8.110896767,2.875501299,30.86097152,66.35853928,47.5,47,362500,0.008,55.8,11.75,2.5999999,2.5,25.6,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4302,537270,191239,Valley,Waltham Forest,198.482,0.792,0.69,0.39,0,0,0,0.27,1236.660034,0,0,0,2.8,11.13109098,9.806711882,12.20320739,11.57255068,5.959705935,22.51865672,73.19192358,32.1,34,283000,0.007,56.4,8.15,2.4200001,3.1,42.05,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4303,537456,191239,Valley,Waltham Forest,198.482,1.517,0.62,0.97,0.03,0,0.33,0.55,1338.432186,0,0,0,2.8,13.85585705,9.328155727,13.36490148,10.01003846,4.118571681,31.6035503,82.28107469,48.1,49,296000,0.008,60.4,8.55,2.4200001,2.8,38.8,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4304,533641,191293,Northumberland Park,Haringey,188.802,1.3660001,0.54,0.89,0.06,0.04,0,0.82,1500.096195,0,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4305,533827,191293,Northumberland Park,Haringey,188.802,1.415,0.69,0.78,0.03,0,0,0.91,1156.522386,0,0,821.6990051,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4306,534013,191293,Northumberland Park,Haringey,188.802,0.76,0.69,0.35,0,0,0,0.27,4075.610107,0,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4307,534199,191293,Northumberland Park,Haringey,188.802,0.27,0.54,0,0,0,0,0,0,6876.47998,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4308,534385,191293,Northumberland Park,Haringey,188.802,0.261,0.54,0,0.03,0,0,0,387.5119934,0,0,0,2.5,17.84694864,14.23699766,16.38674375,17.44133617,6.16530953,69.31383577,141.3911715,94.4,104,252500,0.006,47.3,18.3,3.9200001,4.2,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4309,534571,191293,Northumberland Park,Haringey,188.802,0.23,0.46,0,0.05,0,0.03,0,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4310,534757,191293,Northumberland Park,Haringey,188.802,0.337,0.62,0,0.01,0,0.06,0,0,0,0,110.7549973,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4311,534944,191293,Northumberland Park,Haringey,188.802,0.475,0.62,0,0.01,0.36,0.48,0,0,0,525.6977007,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4312,535130,191293,Northumberland Park,Haringey,188.802,0.268,0.54,0.02,0.06,0,0,0,0,0,3793.508574,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4313,535316,191293,Northumberland Park,Haringey,188.802,1.107,0.38,0.69,0,0,0,0.73,1262.050049,0,3196.677051,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4314,535502,191293,Northumberland Park,Haringey,188.802,1.413,0.38,0.56,0,0,1,0.55,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4315,535688,191293,Higham Hill,Waltham Forest,322.124,1.752,0.46,1,0.01,0,1,0.45,0,0,0,0,2.5,8.659988751,6.771577107,10.03337904,7.458272251,2.575106787,15.71213749,51.21046142,23,23,164000,0.003,43.4,17.05,2.5999999,3.1,49.75,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4316,535874,191293,Higham Hill,Waltham Forest,322.124,1.4299999,0.46,1,0,0,0.8,0,0,0,0,0,2.9,8.819296127,7.652540997,7.686857325,7.738331816,3.603214371,31.1884058,66.68864643,45.7,48,312500,0.005,49.2,11.65,2.5999999,2.7,35.7,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4317,536060,191293,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4318,536246,191293,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4319,536433,191293,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4320,536619,191293,Higham Hill,Waltham Forest,322.124,0.983,0.38,0.66,0.05,0,0.56,0,82.49670029,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4321,536805,191293,Higham Hill,Waltham Forest,322.124,0.548,0.38,0.01,0,0,0.7,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4322,536991,191293,Higham Hill,Waltham Forest,322.124,0.431,0.46,0,0.23,0,0.54,0,43.13525009,0,0,0,3,9.300759373,6.623568509,8.586841809,8.110896767,2.875501299,30.86097152,66.35853928,47.5,47,362500,0.008,55.8,11.75,2.5999999,2.5,25.6,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4323,537177,191293,Valley,Waltham Forest,198.482,0.37,0.38,0.27,0.27,0,0,0.09,3843,0,0,0,3,13.27780629,9.45583646,12.25861433,11.57915303,4.105078703,30.86097152,81.53746034,47.5,47,362500,0.008,55.8,10,2.4200001,2.5,25.6,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4324,537363,191293,Valley,Waltham Forest,198.482,1.5039999,0.38,0.98,0,0,0.51,0.55,730.7787747,0,0,0,2.8,11.13109098,9.806711882,12.20320739,11.57255068,5.959705935,22.51865672,73.19192358,32.1,34,283000,0.007,56.4,8.15,2.4200001,3.1,42.05,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4325,533548,191346,Northumberland Park,Haringey,188.802,1.439,0.54,0.82,0.04,0,0.14,0.91,206.9340057,0,0,0,2.5,18.34140287,14.68144039,21.29432714,14.34871653,3.410419581,58.61591696,130.6922235,82.2,84,167500,0.015,51.4,16.55,3.9200001,3.7,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4326,533734,191346,Northumberland Park,Haringey,188.802,1.4859999,0.54,0.98,0.05,0.04,0,0.91,0,0,0,586.1119099,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4327,533920,191346,Northumberland Park,Haringey,188.802,1.465,0.69,0.91,0.21,0,0,0.91,3103.412964,0,237.1950073,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4328,534106,191346,Northumberland Park,Haringey,188.802,0.322,0.54,0.08,0.04,0,0,0,3537.721138,219.9409943,0,495.2755032,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4329,534292,191346,Northumberland Park,Haringey,188.802,0.258,0.54,0,0.04,0,0,0,0,1052.030029,0,0,2.5,17.84694864,14.23699766,16.38674375,17.44133617,6.16530953,69.31383577,141.3911715,94.4,104,252500,0.006,47.3,18.3,3.9200001,4.2,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4330,534478,191346,Northumberland Park,Haringey,188.802,0.212,0.46,0,0.06,0,0,0,0,0,0,0,2.5,17.84694864,14.23699766,16.38674375,17.44133617,6.16530953,69.31383577,141.3911715,94.4,104,252500,0.006,47.3,18.3,3.9200001,4.2,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4331,534664,191346,Northumberland Park,Haringey,188.802,0.326,0.46,0,0.08,0,0.24,0,0,0,0,483.071991,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4332,534850,191346,Northumberland Park,Haringey,188.802,0.304,0.62,0,0.02,0,0,0,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4333,535037,191346,Northumberland Park,Haringey,188.802,0.257,0.54,0,0.06,0,0.01,0,0,0,2594.144112,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4334,535223,191346,Northumberland Park,Haringey,188.802,0.392,0.54,0.16,0.02,0,0,0,3133.438889,0,1735.73999,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4335,535409,191346,Northumberland Park,Haringey,188.802,1.664,0.38,0.98,0,0,0.56,0.82,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4336,535595,191346,Northumberland Park,Haringey,188.802,1.587,0.38,0.84,0,0,1,0.45,0,0,0,0,2.5,17.58406296,13.74965276,20.37272493,15.14398374,5.22874119,15.71213749,87.79130307,23,23,164000,0.003,43.4,21.7,3.9200001,3.1,49.75,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4337,535781,191346,Higham Hill,Waltham Forest,322.124,1.575,0.46,1,0,0,0.82,0.27,0,0,0,0,2.9,8.819296127,7.652540997,7.686857325,7.738331816,3.603214371,31.1884058,66.68864643,45.7,48,312500,0.005,49.2,11.65,2.5999999,2.7,35.7,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4338,535967,191346,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4339,536153,191346,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4340,536339,191346,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4341,536526,191346,Higham Hill,Waltham Forest,322.124,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4342,536712,191346,Higham Hill,Waltham Forest,322.124,0.643,0.38,0.22,0.01,0,0.56,0,475.1297002,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4343,536898,191346,Higham Hill,Waltham Forest,322.124,0.507,0.46,0,0.01,0,0.56,0,783.3144874,0,0,0,2.9,9.774250967,7.609340117,7.352122986,7.90942677,2.850823199,13.52263126,49.0185953,21.9,21,280000,0.008,48.2,12.1,2.5999999,2.8,42.2,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4344,537084,191346,Higham Hill,Waltham Forest,322.124,0.251,0.46,0.12,0.6,0,0.21,0,1977.329956,0,0,0,3,9.300759373,6.623568509,8.586841809,8.110896767,2.875501299,30.86097152,66.35853928,47.5,47,362500,0.008,55.8,11.75,2.5999999,2.5,25.6,27.5,2.4,71,0.6,340,1.13,30,10.8999996,7.96,80,15.15,1,12,0
4345,537270,191346,Valley,Waltham Forest,198.482,1.3150001,0.38,0.9,0,0,0.26,0.55,560.1740074,0,0,0,2.8,11.13109098,9.806711882,12.20320739,11.57255068,5.959705935,22.51865672,73.19192358,32.1,34,283000,0.007,56.4,8.15,2.4200001,3.1,42.05,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4346,537456,191346,Valley,Waltham Forest,198.482,0.765,0.38,0.44,0.09,0,0.23,0.27,6.07735014,0,0,1056.145802,2.5,10.24025943,9.030046948,13.03305745,12.22624913,6.144155655,42.60403917,93.27780778,61.2,63,283000,0.02,62.7,8,2.4200001,3,38.5,20.5,2.4,142,0.9,343,1.37,23,-0.4,7.7199998,81,15.66,1,10,0
4347,533641,191400,Northumberland Park,Haringey,188.802,1.199,0.54,0.6,0.04,0.22,0.1,0.91,223.0605011,0,0,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4348,533827,191400,Northumberland Park,Haringey,188.802,1.454,0.69,0.87,0.14,0,0,0.91,245.3410034,0,0,390.0390015,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
4349,534013,191400,Northumberland Park,Haringey,188.802,0.622,0.69,0.29,0,0,0,0.09,8508.370117,0,67.43450165,0,2.3,19.78960762,12.90130189,20.62686025,13.77661146,4.985458843,43.94775726,116.0275973,65.8,67,137000,0.001,46.7,19.9,3.9200001,4.9,50,30.1,3.5,104,0.5,327,1.45,35,-0.4,7.7399998,79,15.19,1,11,0
